year,month,day,station_id
2023,3,26,KFDX
2022,3,19,TEWR
2022,2,10,KESX
2023,2,29,KRLX
2023,12,31,TDCA
2023,6,7,KLGX
2023,4,5,KUEX
2022,6,29,KLBB
2023,8,14,TDAY
2023,4,29,KLRX
2023,12,22,KLVX
2023,10,13,TMKE
2022,2,1,KINX
2023,11,16,KDAX
2022,2,14,PACG
2023,10,6,KCBW
2022,8,19,KMLB
2022,6,25,KBUF
2023,8,19,KOUN
2022,5,14,RKSG
2023,5,28,TSJU
2022,1,31,KAPX
2022,8,21,KLTX
2022,12,29,KUEX
2023,3,4,KGGW
2023,11,21,KMTX
2022,1,25,KCCX
2023,11,24,KDOX
2022,6,20,TLVE
2022,8,16,TMKE
2023,3,24,KVAX
2022,9,18,KDGX
2022,4,14,KTBW
2022,8,24,TTPA
2023,4,21,RKSG
2023,8,9,RKSG
2023,10,15,KDGX
2023,5,10,TSLC
2023,1,20,KMAX
2023,12,6,KIWX
2023,4,23,TSJU
2023,11,2,KEVX
2022,3,10,KOTX
2022,11,19,KNQA
2022,4,28,KBLX
2022,5,16,KVWX
2023,10,17,KDDC
2023,5,2,KSRX
2022,2,25,TIDS
2023,2,24,KPDT
2022,2,12,PABC
2022,6,24,KOAX
2022,4,31,KIND
2022,2,6,TCLT
2023,7,2,KILX
2022,1,15,KPAH
2022,2,30,KFWS
2022,2,4,KRGX
2022,7,18,TCVG
2022,6,2,KRGX
2023,9,8,TSDF
2022,5,14,KHNX
2022,1,27,KESX
2023,6,2,PAHG
2022,1,20,KVNX
2022,9,26,KFSD
2023,5,5,TCVG
2022,6,16,KLVX
2023,8,29,KVAX
2022,1,17,KPDT
2022,1,11,PHMO
2022,3,3,KCBW
2022,10,7,TDTW
2022,12,18,KILN
2023,9,25,KHDX
2023,3,19,KDDC
2023,7,30,KBUF
2022,10,23,KDDC
2023,9,7,TADW
2022,8,28,KCRP
2022,3,7,KEPZ
2022,2,13,KVAX
2023,8,4,KDMX
2023,3,15,KLBB
2023,9,13,KMTX
2022,1,3,KCLX
2023,2,5,KJAX
2023,10,17,TFLL
2023,1,18,TRDU
2022,10,30,KIND
2022,4,3,TDAY
2023,4,31,TIAH
2022,3,25,PHWA
2023,11,10,KCCX
2022,5,9,TDFW
2022,3,21,KARX
2023,12,15,KINX
2022,6,9,PHKM
2023,2,22,KSGF
2022,4,20,KDTX
2022,9,18,KMVX
2023,6,17,TMCO
2022,4,31,TDCA
2022,1,17,TLVE
2022,5,8,TCLT
2022,5,23,TTPA
2023,2,24,KEYX
2022,9,20,KTYX
2022,3,5,KDMX
2023,6,9,PAEC
2022,1,21,TTPA
2022,6,23,KMPX
2022,3,31,KUDX
2023,2,8,KLWX
2022,2,17,KBLX
2022,4,23,KFFC
2023,11,10,KLVX
2022,10,6,KFSD
2022,2,28,TSLC
2023,3,29,TIAD
2022,10,22,LPLA
2023,2,22,KVBX
2023,8,28,KBLX
2022,2,7,KEOX
2023,4,25,KHNX
2022,3,22,TSLC
2022,4,29,TADW
2022,3,8,KVWX
2023,6,10,KOTX
2023,7,3,KBRO
2023,7,1,KPOE
2022,7,1,KDAX
2022,3,20,KPBZ
2022,8,21,KCRI
2022,8,5,TLAS
2023,3,24,KLZK
2022,3,28,TDCA
2022,11,29,KOUN
2023,8,14,TPIT
2023,2,31,KABX
2023,9,14,KOUN
2023,1,13,KEMX
2023,10,29,TMCO
2022,4,4,KABR
2023,10,17,KGRB
2022,7,8,TTPA
2022,9,21,KIND
2022,4,4,KDVN
2022,11,7,KABR
2022,9,17,TEWR
2022,8,30,KCBX
2023,8,4,KMRX
2022,7,7,KOHX
2022,3,26,KRTX
2023,8,22,KSRX
2023,11,5,KJAX
2022,6,20,KCYS
2022,5,4,KHDX
2022,10,30,KPBZ
2023,6,24,TICH
2023,9,13,KFFC
2022,7,30,KDIX
2023,8,4,TLAS
2022,7,30,KCXX
2023,3,9,KUEX
2023,8,4,TTUL
2022,11,9,KATX
2023,12,30,TIAD
2023,6,14,TMIA
2023,10,10,KTLX
2022,8,14,KSFX
2022,5,20,KPOE
2023,9,1,TBWI
2023,12,20,KGWX
2022,8,3,KSJT
2023,10,12,KAPX
2022,10,6,KBBX
2022,10,27,KDOX
2023,11,12,KVTX
2022,5,3,KBBX
2022,3,8,KJKL
2022,8,29,KTYX
2022,10,10,KMRX
2023,1,5,TBNA
2022,3,16,KTWX
2023,5,28,KDTX
2022,10,7,TDTW
2023,2,4,TDAY
2022,6,21,KSRX
2022,5,9,KGJX
2023,1,28,TCVG
2023,11,10,KDGX
2023,2,12,TJRV
2023,11,25,KDLH
2022,5,26,TJUA
2022,10,13,KJGX
2022,3,27,PAIH
2022,12,9,TCMH
2022,11,19,KBHX
2023,3,28,KAPX
2023,2,10,TSJU
2022,3,6,KVAX
2022,9,28,TMSP
2022,11,7,KILN
2023,6,7,TCMH
2022,12,29,KLTX
2023,3,18,KLRX
2023,10,3,PHKI
2022,1,13,TATL
2023,3,14,KFSX
2022,4,17,KGRR
2023,11,21,KVBX
2023,11,18,KMKX
2022,4,18,KDVN
2022,7,31,KCBX
2022,1,14,KBGM
2023,11,26,KCAE
2023,3,29,KILN
2022,7,15,KCRP
2023,8,28,KMTX
2022,1,28,PACG
2022,10,30,RKJK
2023,8,27,KGWX
2022,5,24,KMXX
2023,3,29,TMIA
2023,8,7,PHWA
2022,1,15,KMKX
2023,8,24,KSGF
2023,11,6,TTPA
2022,5,15,KTWX
2022,1,17,KABX
2022,12,9,KGLD
2023,11,11,KAPX
2023,4,14,KHGX
2022,7,29,KTLX
2023,8,16,TDEN
2023,4,22,KOTX
2022,2,13,TADW
2022,7,31,KPDT
2022,3,6,KEMX
2023,1,3,TDEN
2022,3,2,KFDX
2022,8,8,KBGM
2023,6,21,KDGX
2023,1,13,TDTW
2023,3,2,KSFX
2023,3,25,TDCA
2023,8,20,KATX
2022,1,19,KJKL
2023,6,25,PAIH
2023,1,7,RODN
2022,11,24,KFCX
2022,9,20,KOKX
2022,9,16,KGRK
2022,12,1,KEVX
2023,7,6,KBRO
2022,10,17,KGJX
2022,2,7,KMHX
2023,3,15,KEMX
2023,12,29,KOTX
2022,7,18,PACG
2022,7,16,KEPZ
2022,1,12,KGSP
2022,7,28,KOHX
2022,6,18,KAMX
2023,12,12,KSOX
2022,11,28,RKJK
2023,6,24,TCMH
2023,10,9,KJGX
2023,11,18,KGWX
2023,12,22,KTLX
2023,7,31,KUDX
2022,8,12,KLWX
2023,9,6,KGRB
2022,7,18,KSOX
2022,9,24,RKJK
2023,10,23,KMHX
2022,7,25,KMQT
2022,5,12,TPHX
2023,7,2,TLAS
2022,8,21,KGGW
2023,5,15,KAMA
2022,2,9,KICX
2023,7,1,KCCX
2023,11,9,KVTX
2022,11,18,KOKX
2023,9,14,TCMH
2023,6,29,KBRO
2022,9,28,KCBX
2022,10,28,KFTG
2023,12,20,KTBW
2023,11,6,TSTL
2022,7,25,KDMX
2023,3,6,KFSX
2022,8,24,KBLX
2022,2,3,KMTX
2023,8,17,KRLX
2023,11,15,KCLX
2022,5,6,KFDR
2023,9,17,KMSX
2023,1,23,KDAX
2022,5,25,KLCH
2023,7,28,KEPZ
2023,7,23,KRLX
2023,8,10,KCAE
2022,4,19,TMSY
2022,9,30,KHDX
2023,11,10,KEMX
2022,6,10,KOHX
2022,9,8,TDEN
2022,3,9,KGLD
2022,10,26,KAMA
2022,11,31,PHKI
2023,1,19,KMUX
2022,4,13,TLVE
2023,5,23,KIWA
2023,8,28,KCCX
2022,12,29,TIDS
2023,10,31,KFDR
2022,10,10,KDIX
2023,4,4,KOHX
2023,2,19,TTPA
2023,1,2,KSFX
2023,8,12,KFCX
2022,4,28,KBMX
2023,9,18,KMRX
2022,9,11,KBYX
2022,12,18,LPLA
2022,9,13,KILN
2022,8,1,PGUA
2022,7,28,KDVN
2023,1,2,KBMX
2023,12,19,KINX
2023,9,12,KSJT
2022,5,4,KAMX
2023,12,12,KHNX
2022,11,28,KTYX
2023,3,1,KSJT
2023,3,19,KHTX
2022,2,3,KGRK
2023,2,10,KEPZ
2022,4,7,KLTX
2022,7,6,KLRX
2023,10,7,KLZK
2022,4,21,KDTX
2023,11,26,TMKE
2023,12,24,KJGX
2022,4,4,KMRX
2022,11,3,TBNA
2023,2,12,KMAX
2022,4,20,KICT
2023,6,7,PAEC
2022,11,18,KILX
2022,8,29,KEVX
2022,4,23,KBYX
2022,5,26,TSDF
2022,11,30,KSGF
2022,11,28,KBUF
2022,3,6,PGUA
2022,6,31,KEWX
2022,7,15,KICX
2023,2,11,KPOE
2022,3,16,PGUA
2022,9,4,KEMX
2022,5,7,KLSX
2023,9,21,TMCO
2022,7,15,KTLX
2023,10,23,TPIT
2022,11,19,TJFK
2022,5,22,KDAX
2023,6,31,TCLT
2022,2,22,TEWR
2022,6,26,KCRP
2023,11,14,TMIA
2023,6,15,PAKC
2022,6,29,KFCX
2023,9,17,TLVE
2023,3,6,KBOX
2022,11,10,LPLA
2023,3,30,KSJT
2022,1,8,KPAH
2022,1,16,KJAX
2022,4,27,KVBX
2023,12,11,KDTX
2023,9,27,TPBI
2023,7,20,KABX
2022,10,24,KSOX
2022,3,8,KSRX
2022,6,11,KINX
2022,10,6,TBNA
2022,4,12,KENX
2022,2,9,RKJK
2023,1,16,KFTG
2023,8,9,KLZK
2023,12,24,KOHX
2023,9,19,KFWS
2022,8,3,TMIA
2023,8,24,TPIT
2023,9,17,TSLC
2022,3,17,KPOE
2023,9,16,KRAX
2023,8,7,PGUA
2022,2,28,KVBX
2022,9,24,KNQA
2022,5,24,KRIW
2023,9,20,KENX
2022,3,21,KHPX
2022,11,13,KGYX
2023,3,4,TTPA
2023,7,27,TDCA
2022,8,1,KTLH
2022,1,15,TMIA
2023,11,30,KDDC
2023,9,18,KDVN
2023,9,6,KTBW
2023,10,16,LPLA
2023,8,5,KICX
2022,7,18,KMPX
2023,12,28,KBHX
2022,6,8,KLCH
2022,2,13,KGYX
2022,11,27,TFLL
2023,7,10,TPHL
2023,8,24,TJFK
2023,11,14,KDMX
2023,4,5,KBYX
2022,12,24,KLNX
2022,5,11,KRTX
2022,9,31,KVTX
2022,3,15,TPIT
2023,2,12,TPBI
2022,2,26,TIAD
2022,10,17,KAMA
2022,3,30,KTLH
2022,11,24,KMTX
2022,4,7,KLRX
2022,1,3,KMVX
2022,4,31,KHNX
2023,7,8,KTYX
2022,8,31,KDDC
2023,8,3,KLCH
2022,7,3,KLRX
2023,4,24,KBIS
2022,6,30,KGRR
2023,12,9,KHDX
2022,3,19,KFSX
2023,10,31,KIWA
2022,7,31,KMOB
2023,6,28,KHTX
2022,9,11,TMDW
2023,5,12,KFSX
2023,7,28,KCBW
2022,6,18,KIND
2023,8,13,KMAF
2022,10,3,KMSX
2023,1,4,TIAH
2023,9,15,KJKL
2023,1,20,KLGX
2023,8,14,TTPA
2023,12,31,KDDC
2022,3,20,PAPD
2022,12,31,KHTX
2023,5,31,KESX
2023,4,20,KIWA
2023,3,25,KGLD
2023,5,14,KAPX
2023,5,7,KOTX
2023,8,15,TTPA
2023,10,21,TSLC
2022,12,26,KVWX
2022,3,14,TIAH
2023,5,10,TMKE
2023,3,15,KHPX
2022,5,6,KRAX
2023,10,5,KMKX
2022,5,30,KIND
2022,11,25,TSTL
2022,3,18,KENX
2022,3,2,PAPD
2022,7,16,KDVN
2023,1,21,KPAH
2023,12,23,KMAF
2023,7,16,TLVE
2022,4,7,TTUL
2022,8,31,TPHL
2022,2,20,KCLE
2022,9,21,TMDW
2022,1,8,KMOB
2022,5,25,TRDU
2022,2,11,TCMH
2023,10,16,KDGX
2023,1,4,KJKL
2022,3,6,KCBW
2023,1,7,KJKL
2022,7,6,KMUX
2022,9,24,KLNX
2022,6,2,KLWX
2023,10,3,KIWA
2023,5,29,KGJX
2023,12,27,KLWX
2023,7,21,KFTG
2023,1,21,KSGF
2022,9,2,TPBI
2023,10,2,KDLH
2023,2,12,KPOE
2023,10,29,TMCI
2022,6,6,KBRO
2023,8,13,KBLX
2022,12,2,KHTX
2023,6,28,KNKX
2022,11,29,TIDS
2022,1,13,KAKQ
2022,1,8,KDFX
2022,8,25,KFSD
2022,6,8,KLNX
2022,2,15,KYUX
2022,6,29,KMLB
2023,5,7,KMLB
2022,12,16,TTPA
2022,10,6,PAKC
2022,9,7,KHTX
2023,11,26,KCRI
2022,9,23,KTBW
2022,8,19,KTWX
2023,11,7,KMAF
2023,6,30,KGRK
2022,7,8,KATX
2023,6,16,KCBW
2023,7,15,KEPZ
2022,12,22,KICT
2022,8,26,KHPX
2022,12,1,TJFK
2023,10,16,KDAX
2023,5,20,RKSG
2023,1,30,TBNA
2022,2,21,KARX
2023,6,13,KCYS
2022,1,7,TSLC
2022,6,15,KVNX
2023,1,13,KPDT
2023,3,15,KLGX
2022,6,11,KSHV
2022,12,19,KFCX
2022,6,12,TFLL
2022,7,28,KMLB
2023,11,14,TSTL
2023,7,26,KUEX
2023,6,16,KMBX
2022,5,9,KVTX
2023,6,11,KJKL
2022,2,31,TJUA
2023,7,23,KUDX
2022,8,9,KMRX
2022,2,12,KHPX
2023,3,25,KLBB
2022,7,17,KMKX
2022,4,24,KDAX
2023,12,23,TMEM
2022,10,8,PGUA
2023,7,23,RODN
2023,4,7,KTWX
2023,9,22,KFFC
2022,1,3,KRAX
2023,5,25,KCBX
2023,11,12,TDTW
2022,9,12,TPBI
2022,6,14,KPOE
2023,10,19,KHTX
2023,11,13,PHMO
2023,2,24,KTBW
2022,1,11,KCYS
2023,2,12,KMXX
2022,8,1,KHPX
2023,9,1,KHGX
2023,1,14,KBUF
2022,3,17,TSTL
2023,1,31,TBWI
2022,12,8,KTYX
2023,10,15,TADW
2023,6,12,KPUX
2023,11,10,KAMA
2022,6,18,KRAX
2022,2,6,KGGW
2023,3,22,KIWX
2023,8,5,KENX
2022,11,31,TIAD
2023,3,14,KLSX
2022,2,19,KVBX
2022,10,22,KABX
2022,12,8,PAIH
2023,3,2,KDOX
2022,8,25,KDLH
2023,2,11,KCBX
2023,1,22,KCBX
2022,4,10,KEVX
2023,11,3,KARX
2022,11,3,TDAL
2023,2,13,KLIX
2022,9,21,KOUN
2022,9,18,KDAX
2023,12,8,TBWI
2023,4,24,TPIT
2023,8,31,KMVX
2022,5,30,KGWX
2023,1,30,KRIW
2023,2,1,TDEN
2023,12,21,PHMO
2022,7,31,KRLX
2022,10,6,TPHX
2022,9,3,KGGW
2022,7,19,KPUX
2022,4,30,TMCI
2023,7,23,KILX
2023,8,6,KMOB
2023,3,12,KRIW
2023,6,19,KMTX
2023,3,31,KSHV
2022,12,3,KCBW
2022,9,13,KILN
2022,11,3,PHWA
2022,2,16,KRAX
2023,6,7,TMCO
2022,6,25,TDEN
2023,2,31,KBRO
2022,12,27,KCLE
2022,5,23,KCXX
2023,6,16,KDMX
2022,1,31,KEWX
2023,11,6,KMOB
2022,2,21,TDTW
2022,1,1,KLIX
2022,12,4,KVWX
2023,6,6,TMKE
2022,10,30,TBOS
2022,3,14,KCLE
2022,6,18,KFFC
2022,11,26,TMSY
2023,12,31,KFSD
2022,11,25,KCAE
2022,11,30,KHTX
2022,10,9,KEOX
2023,9,10,TMIA
2022,2,31,LPLA
2023,3,16,KMRX
2023,10,8,TOKC
2022,5,3,KEYX
2022,11,13,KVNX
2023,7,19,KOKX
2022,1,20,TPBI
2022,9,21,KESX
2023,11,9,KLVX
2023,11,20,PHWA
2022,8,19,KRAX
2023,9,19,KCBW
2023,2,27,KLNX
2022,6,8,KRGX
2023,8,2,KMPX
2022,3,28,KTLH
2023,1,22,KFSX
2022,2,18,TMDW
2022,5,28,KGRK
2022,9,30,TMIA
2023,9,22,KHDX
2023,9,14,KARX
2022,4,6,KGJX
2023,12,23,KMHX
2023,4,17,TSDF
2022,8,11,PAIH
2023,2,4,KMVX
2023,12,12,KOTX
2022,8,25,KNQA
2023,4,26,KLBB
2023,3,5,KSOX
2023,3,4,KTLX
2023,9,10,KOHX
2022,12,31,KPAH
2023,7,18,KTLX
2023,10,15,KBLX
2022,4,21,KLWX
2023,1,29,TICH
2023,3,8,KLNX
2022,9,9,TDAY
2023,11,6,TMIA
2022,4,20,KLBB
2023,1,30,KMHX
2022,8,19,KCAE
2022,8,4,KEYX
2022,4,6,KVWX
2022,2,29,KLGX
2023,3,4,TCMH
2022,3,14,PHKM
2023,12,8,PAHG
2023,12,6,RKSG
2023,12,2,PAIH
2022,11,11,PHKM
2023,11,14,KJAX
2022,6,10,KUDX
2023,3,18,KDGX
2023,7,4,TORD
2022,11,9,KMQT
2022,3,3,KPAH
2022,3,26,KCRP
2022,8,25,PHKI
2022,2,16,RKSG
2022,4,19,KDIX
2022,7,16,TCLT
2022,2,26,KJKL
2022,12,25,TEWR
2022,4,8,KEVX
2023,4,31,KVNX
2022,2,31,KILX
2022,6,9,TIDS
2023,4,12,TMDW
2022,4,31,KGRR
2023,7,19,KSOX
2022,10,12,TJFK
2023,3,5,KMBX
2022,2,15,KMAF
2022,2,23,KBYX
2022,10,25,KFSD
2023,2,2,TDTW
2022,1,4,KMVX
2023,8,1,KOAX
2022,9,20,KMLB
2022,4,29,KMBX
2023,2,8,KMHX
2022,5,20,KCRP
2023,10,16,TSTL
2023,10,3,TRDU
2023,8,5,TSTL
2023,5,27,PAHG
2023,2,14,KATX
2022,7,12,KPOE
2022,1,8,KUDX
2022,1,15,TFLL
2023,8,21,KGLD
2023,12,17,KESX
2023,9,6,KOUN
2023,1,23,KEYX
2023,10,14,KLIX
2023,8,21,LPLA
2023,8,25,TATL
2022,11,2,KMXX
2022,1,2,TMEM
2023,8,12,KFSX
2023,2,6,TSJU
2022,7,11,RODN
2023,12,22,KMSX
2023,10,8,KABX
2023,11,3,KUDX
2022,9,17,TJFK
2022,1,21,TCVG
2022,5,30,KAMX
2023,2,15,KABX
2023,3,17,KDGX
2023,5,15,KICT
2023,8,18,KFCX
2022,5,8,KDIX
2023,10,15,TJUA
2023,11,22,TIDS
2022,8,27,TSDF
2023,12,25,KFCX
2022,11,23,KVTX
2023,1,2,KBUF
2022,7,10,TCMH
2022,9,18,TRDU
2022,2,14,KCYS
2023,12,8,KCLX
2022,12,10,KMUX
2022,1,10,KHTX
2022,4,21,RKSG
2023,4,25,TDFW
2022,8,10,PHMO
2022,6,23,TMIA
2022,1,31,KESX
2022,11,25,TPIT
2023,4,31,KRTX
2023,12,17,TLVE
2022,8,21,KBIS
2022,10,10,KGJX
2023,6,21,TTUL
2022,8,10,TJFK
2023,2,17,RKSG
2023,2,5,KPBZ
2022,9,24,KLVX
2022,3,10,KAMX
2022,12,21,KEWX
2023,6,7,KTFX
2022,4,3,PHKI
2022,7,6,KFDX
2022,2,2,KCXX
2023,5,2,KMAF
2022,5,27,KBHX
2022,6,19,TDCA
2023,6,1,TTPA
2022,7,23,KIWA
2023,1,24,KCLX
2023,10,20,TIAD
2022,12,31,KFTG
2022,10,3,KBUF
2022,6,14,THOU
2023,6,1,RODN
2022,1,21,KPAH
2023,11,27,KHTX
2022,9,4,TPHX
2023,10,16,KCXX
2023,12,5,KOUN
2022,7,24,TLVE
2022,6,12,TSLC
2023,8,14,KPBZ
2023,4,5,KBYX
2023,5,27,RODN
2022,10,21,KPUX
2022,5,12,PAIH
2022,3,20,TRDU
2022,10,1,KOKX
2022,3,8,KLTX
2022,11,11,TDCA
2023,12,13,KDAX
2022,5,22,KMQT
2022,9,23,TPIT
2022,9,21,KLOT
2022,4,1,KLBB
2022,3,12,KBOX
2023,10,28,KGWX
2022,9,19,KFSX
2023,9,8,KMQT
2023,2,22,KEMX
2022,12,7,TIDS
2022,7,13,KDYX
2023,2,3,TOKC
2023,9,6,KLBB
2022,8,8,KVAX
2023,9,19,KGRR
2022,6,24,KAPX
2022,7,1,KLWX
2023,6,23,KCRP
2023,4,27,KDIX
2023,8,31,KLRX
2023,2,20,KRGX
2022,6,1,KDLH
2022,2,28,KHGX
2023,7,26,KBHX
2023,1,24,KTLH
2022,3,15,PACG
2022,5,4,KPDT
2023,11,11,KGSP
2022,6,23,KEVX
2022,6,19,KDDC
2022,7,9,KFCX
2023,8,3,KPBZ
2023,12,22,KIND
2023,1,12,KJAX
2022,3,2,TDEN
2023,6,29,KRAX
2022,9,27,KBHX
2022,4,26,KCLX
2022,12,22,KRTX
2023,5,6,KLWX
2022,7,24,KAKQ
2023,10,25,KFWS
2023,1,17,KMOB
2023,10,24,KCYS
2022,5,28,KIND
2022,3,30,KIWX
2023,5,23,TBNA
2022,6,29,KNQA
2022,12,10,KHGX
2023,8,16,KBYX
2023,6,4,TPIT
2022,4,1,PACG
2022,8,24,TIDS
2022,2,28,RKJK
2022,1,11,TSLC
2022,2,2,KLTX
2023,9,28,KCBX
2022,8,14,KAPX
2022,2,30,TBWI
2023,4,25,TEWR
2023,12,11,KENX
2022,7,12,KDFX
2022,6,24,PHKM
2023,6,5,TSTL
2023,10,29,KLGX
2023,9,23,KLBB
2023,6,26,PAPD
2022,7,25,KLRX
2023,4,7,TTUL
2022,2,24,KCRP
2022,3,31,TIAD
2022,7,28,KLGX
2022,12,15,KFDX
2023,3,24,TMKE
2022,2,11,KTWX
2022,4,6,KBLX
2023,2,25,KYUX
2023,8,15,KBOX
2022,3,11,KBLX
2023,10,7,KIWA
2022,2,3,KLNX
2023,1,24,KBUF
2023,1,16,TMSP
2022,2,12,KLGX
2023,11,11,TEWR
2023,4,28,KRIW
2023,12,2,KSRX
2023,5,17,KCRP
2022,1,1,KSHV
2023,3,20,TMIA
2023,6,31,KOUN
2023,10,1,KBRO
2022,8,24,TMEM
2022,11,30,RKJK
2023,12,22,KDGX
2022,9,31,PHKM
2023,2,14,TIAD
2023,8,19,KLWX
2022,10,1,TATL
2022,9,25,KMLB
2022,6,24,KSHV
2023,4,4,KMHX
2023,7,24,PAHG
2023,2,17,PAHG
2023,7,10,KSRX
2022,7,4,KHDX
2023,6,21,KLIX
2022,3,2,TLVE
2023,2,16,PAPD
2023,4,21,KLCH
2023,4,1,KUDX
2023,3,10,KILN
2023,5,8,KAPX
2023,3,27,KMHX
2022,12,14,KMRX
2022,7,1,TJUA
2022,8,15,KGLD
2022,3,31,TORD
2023,3,8,TDCA
2022,4,28,TCVG
2023,1,1,KHPX
2023,3,16,PHKM
2023,8,6,KMBX
2023,11,11,KTLH
2023,5,6,KOUN
2022,2,6,TJUA
2023,2,5,KTLX
2022,6,31,KMXX
2022,11,2,KLVX
2023,3,3,KBHX
2022,7,25,KDTX
2022,4,24,TBWI
2022,6,22,KCRP
2023,9,12,KEAX
2022,8,1,KCYS
2023,7,3,TICH
2023,7,8,TICH
2022,6,15,PHKI
2023,11,18,RODN
2023,3,8,TMEM
2023,7,9,KBOX
2022,11,8,KPOE
2023,12,17,KBBX
2023,3,27,KVNX
2022,12,26,KOAX
2023,10,4,KLIX
2022,1,3,KTLX
2023,10,15,TCLT
2023,3,2,TATL
2022,5,1,KDOX
2022,9,21,KDLH
2022,12,9,THOU
2022,10,4,TJUA
2023,4,24,KTFX
2022,9,30,KMAX
2023,12,11,KDTX
2023,6,26,KGJX
2022,7,14,KOHX
2023,6,31,KAMX
2023,3,7,KDIX
2022,8,31,TMSP
2022,6,1,KSJT
2023,1,17,TBWI
2022,11,19,KRTX
2023,10,10,KDAX
2023,7,11,TSJU
2023,1,27,KRIW
2023,12,22,TEWR
2023,3,14,KMPX
2023,1,3,KLNX
2022,1,29,KCAE
2023,3,16,KJAX
2023,7,9,TPHX
2023,1,16,TJBQ
2023,4,23,TMIA
2023,8,12,KHDX
2023,3,13,KOHX
2022,10,2,KAMA
2023,3,29,TJBQ
2022,3,1,KCLX
2022,4,29,KBLX
2023,12,21,KCLE
2022,12,31,KVBX
2022,10,2,PGUA
2022,5,26,KLNX
2022,12,8,KMUX
2023,10,20,KGGW
2022,9,29,TTUL
2023,5,21,TIDS
2022,10,7,KCLX
2023,8,15,TIDS
2022,1,4,KIWX
2022,8,8,PACG
2022,1,19,KOKX
2022,3,30,KRIW
2023,8,13,KGLD
2022,1,11,KCBW
2022,8,19,KARX
2023,6,29,KGWX
2023,2,11,KLIX
2023,4,22,KFDX
2022,1,3,TJRV
2022,3,24,KBUF
2023,5,22,KRTX
2023,9,18,KCRP
2023,11,16,KGWX
2023,11,30,TRDU
2022,5,26,KAKQ
2022,10,5,KFSD
2022,2,15,PAEC
2022,12,28,PAKC
2022,5,8,KIWA
2022,8,15,KDTX
2022,5,12,KMAX
2022,6,6,KICX
2023,12,18,KHGX
2022,8,1,TPHL
2023,3,21,TOKC
2022,7,22,KEYX
2023,1,1,KAMX
2023,1,23,KILX
2023,11,2,KVBX
2023,2,18,KILX
2023,2,7,TSDF
2023,2,20,KCYS
2022,9,7,KAPX
2022,4,23,KVAX
2023,11,18,KPAH
2023,3,13,TMEM
2022,6,30,KIWX
2022,7,19,TSLC
2022,8,3,TMSP
2023,2,3,KCYS
2022,9,14,KMAF
2023,5,30,KTLH
2022,1,12,TICH
2023,1,30,KFTG
2022,8,30,KLBB
2022,3,28,KLZK
2023,5,26,KUEX
2022,8,30,TADW
2022,1,31,KEPZ
2022,4,12,KFSD
2022,10,8,KBBX
2022,7,21,KEWX
2022,9,24,KDYX
2023,12,30,TBNA
2023,10,11,KRAX
2022,8,10,KBRO
2023,10,24,PHKI
2023,3,5,PHMO
2022,12,31,KMOB
2022,7,21,KFWS
2022,11,16,KSFX
2023,11,26,KEOX
2022,3,16,KMKX
2022,5,25,KPUX
2022,4,23,PAPD
2023,12,18,KRLX
2023,2,22,KLZK
2022,3,2,KEMX
2023,7,29,KIWA
2023,8,10,KBYX
2023,4,27,KDGX
2023,3,15,TMIA
2022,9,9,TDCA
2022,7,3,KENX
2022,2,30,KOTX
2023,10,26,KMSX
2023,3,17,KBUF
2023,10,8,KINX
2023,9,26,KICX
2022,4,13,PHKI
2023,11,6,KPBZ
2023,10,22,KVBX
2022,6,11,KCLX
2022,1,3,KAPX
2022,4,22,KYUX
2022,6,4,KCAE
2022,12,4,KOAX
2022,8,16,KABX
2023,7,7,KVTX
2023,2,20,KINX
2022,11,13,KGYX
2022,2,30,KPDT
2023,2,12,KABX
2023,11,7,TPBI
2023,1,26,KCBX
2023,6,20,KTWX
2023,11,30,KLTX
2023,9,27,KPBZ
2022,7,3,KPOE
2023,11,16,KGYX
2022,8,17,KFCX
2022,6,25,KARX
2023,1,17,KMPX
2023,12,31,TDAL
2022,9,8,KTFX
2023,11,21,KDGX
2023,9,5,KMUX
2022,11,28,KMLB
2023,5,8,KTWX
2023,8,3,KVTX
2023,2,27,TMSP
2022,9,25,KVAX
2022,2,23,KBUF
2022,5,28,KBBX
2023,12,6,TDAY
2022,11,3,TADW
2022,11,7,TFLL
2022,12,8,KCYS
2022,3,24,KICX
2022,6,23,KAKQ
2023,2,25,KPOE
2022,9,13,KGGW
2022,10,22,KLOT
2022,5,21,KMAF
2022,2,23,KCLE
2022,2,21,TSJU
2022,5,23,KIWA
2023,4,26,KDTX
2022,2,22,TJUA
2023,2,11,KBGM
2022,6,19,KLSX
2023,6,21,TOKC
2022,1,20,KVTX
2022,2,27,KFDR
2022,12,27,KMRX
2022,7,6,TDAY
2023,5,24,KOHX
2022,5,30,TJBQ
2022,8,31,KBUF
2022,7,22,KBHX
2023,4,2,KFDR
2023,10,11,KRTX
2023,11,19,KPOE
2023,7,19,TJFK
2023,4,4,KGLD
2022,2,4,KJAX
2022,11,2,KMHX
2022,9,16,KRLX
2022,8,30,KDTX
2022,6,31,KGSP
2022,6,18,KRIW
2022,5,24,KNKX
2023,10,15,TSTL
2023,7,1,TMCO
2023,4,22,KCRI
2022,11,29,KTLH
2022,5,2,KMXX
2023,7,16,KLRX
2023,2,5,KGRK
2022,3,17,KIWA
